"Id","region","mortality_rate","O3","PM10","PM25","NO2","T2M"
10702,"Yorkshire and The Humber",1.275,53.289,18.664,11.748,15.447,285.227
12178,"London",0.781,41.801,17.29,12.426,31.481,281.108
13322,"North East",1.194,45.839,9.657,4.91,4.355,285.853
15939,"South East",0.982,45.648,18.107,12.26,14.485,289.582
15020,"East of England",0.989,37.034,21.814,9.462,14.214,281.691
11022,"East Midlands",1.176,50.858,15.56,7.266,12.339,279.09
12838,"South West",1.445,44.401,18.913,10.861,16.711,276.752
11215,"East Midlands",1.021,43.063,22.237,14.487,19.554,289.309
7414,"Yorkshire and The Humber",1.455,58.788,25.784,15.274,15.643,285.937
12092,"London",1.203,36.337,13.603,7.739,22.11,277.317
16294,"South West",1.038,43.804,12.579,6.703,5.802,289.448
10337,"North West",1.325,58.875,16.431,9.348,11.676,284.28
9062,"London",0.856,9.055,27.201,10.136,39.458,285.854
6593,"North East",1.903,34.803,7.471,3.187,6.133,275.56
8626,"East of England",1.113,54.586,20.917,6.612,17.395,293.359
15786,"South East",1.248,51.888,15.29,10.931,6.747,286.448
17818,"East Midlands",1.095,35.054,11.349,8.066,14.212,282.349
14307,"East Midlands",1.322,43.789,16.094,12.704,13.25,279.961
14201,"Yorkshire and The Humber",1.513,57.383,10.58,3.48,4.418,281.165
11629,"West Midlands",1.653,41.418,13.433,6.45,16.292,276.533
7496,"Yorkshire and The Humber",1.149,38.215,7.441,4.072,5.613,288.414
7706,"East Midlands",1.655,31.248,9.152,5.405,21.941,274.124
16826,"North West",1.426,30.036,15.287,12.389,20.554,272.877
17451,"Yorkshire and The Humber",1.392,21.526,13.629,9.843,23.575,282.19
11952,"East of England",1.223,31.156,18.285,12.304,18.644,287.594
17562,"East Midlands",1.489,47.989,14.87,10.253,13.781,270.672
11948,"East of England",1.24,57.496,11.365,4.518,5.492,283.989
8126,"West Midlands",1.483,54.153,22.469,8.145,11.807,281.297
12352,"London",0.98,43.031,14.467,6.39,19.867,286.046
6807,"North East",1.359,41.198,8.943,2.61,2.878,286.435
15342,"London",1.097,27.249,9.7,7.764,25.748,281.803
10150,"North East",1.508,55.039,7.293,2.242,4.43,282.662
8404,"East of England",1.721,5.824,26.516,13.875,39.037,271.918
15064,"East of England",1.177,63.447,24.247,11.133,9.597,283.067
12788,"South West",1.768,20.043,14.967,7.228,18.806,276.533
15872,"South East",1.086,35.304,12.733,9.032,7.892,293.179
11470,"West Midlands",1.24,80.515,21.44,17.042,12.277,290.56
12045,"East of England",1.378,6.26,32.087,17.192,36.759,277.587
10655,"Yorkshire and The Humber",1.085,46.618,23.951,15.484,11.219,275.832
7084,"North West",1.617,46.974,14.515,8.279,8.457,289.807
9664,"South West",1.282,52.039,14.967,7.434,7.625,290.534
16225,"South West",1.056,58.176,8.873,4.143,4.617,287.265
12773,"South East",1.807,5.364,23.378,11.814,34.536,279.567
16097,"South West",1.377,77.712,12.601,5.256,1.662,282.651
11261,"East Midlands",1.376,38.205,11.18,6.039,15.439,278.26
8534,"East of England",1.095,63.999,12.646,4.002,8.419,285.346
13938,"Yorkshire and The Humber",1.305,66.232,9.775,4.039,4.874,277.737
10845,"Yorkshire and The Humber",1.085,44.044,10.364,4.963,7.789,283.482
17620,"East Midlands",1.292,56.449,15.245,11.5,17.382,278.72
9297,"South East",0.954,46.454,10.994,4.191,10.826,288.939
14939,"West Midlands",1.23,53.334,6.728,2.899,4.021,276.004
15052,"East of England",1.433,51.005,30.784,23.118,12.556,280.643
12392,"London",1.017,10.209,24.042,10.601,39.833,275.065
12160,"London",0.881,42.046,33.414,16.952,32.582,285.664
18008,"West Midlands",1.063,69.591,8.119,5.333,8.449,280.326
16525,"North East",1.576,77.146,5.16,2.795,3.633,279.404
12594,"South East",1.049,53.738,14.696,6.445,6.875,291.885
6882,"North East",1.514,29.288,9.024,5.107,6.102,278.773
11359,"West Midlands",1.24,39.57,12.672,6.428,16.722,274.247
17763,"East Midlands",1.226,45.765,7.717,4.841,8.313,287.68
18303,"East of England",1.439,38.432,12.673,9.264,15.497,281.164
6608,"North East",1.631,45.268,5.777,2.61,4.901,273.053
16796,"North West",1.637,57.851,6.238,2.87,3.406,278.6
9962,"North East",1.276,77.938,16.591,9.357,3.114,281.646
16510,"North East",1.499,49.413,40.666,37.421,14.98,282.619
7508,"Yorkshire and The Humber",1.187,41.774,8.096,3.024,5.964,287.746
13468,"North East",1.194,57.922,9.982,4.33,3.14,283.921
13575,"North West",1.361,70.076,9.705,3.814,4.063,278.233
9434,"South East",1.284,33.613,6.176,3.51,9.633,282.174
11128,"East Midlands",1.021,78.057,26.047,18.365,9.522,294.112
12672,"South East",1.038,59.947,11.787,6.259,6.128,286.977
15031,"East of England",1.331,51.66,18.856,10.496,14.99,276.315
8127,"West Midlands",1.266,57.25,8.351,2.722,5.474,281.706
8749,"East of England",1.687,35.675,13.585,4.795,20.842,271.595
8154,"West Midlands",1.067,58.957,7.112,1.69,4.444,281.692
9190,"South East",1.343,31.223,16.637,6.115,25.232,277.578
15566,"London",0.719,32.785,15.235,10.711,20.047,289.462
14706,"West Midlands",0.874,58.052,15.726,10.966,8.407,284.297
11193,"East Midlands",1.043,39.318,17.904,12.512,15.387,285.85
11541,"West Midlands",1.204,52.897,10.002,5.959,8.672,287.647
15886,"South East",0.982,52.508,11.398,5.692,6.276,289.239
7696,"East Midlands",1.297,20.08,28.134,12.376,16.943,276.533
15126,"East of England",0.87,49.276,9.607,5.588,10.58,285.072
11741,"East of England",1.36,31.816,21.543,8.991,21.813,275.36
15079,"East of England",1.023,79.937,45.816,37.52,10.022,287.747
9833,"South West",1.033,46.074,10.428,4.557,7.079,283.697
11084,"East Midlands",1.154,62.428,16.952,12.957,11.95,282.406
10186,"North East",1.353,55.972,4.909,2.396,5.582,269.036
12236,"London",0.794,31.9,17.566,8.346,16.035,295.042
6764,"North East",1.475,40.024,7.485,3.276,3,288.096
13886,"Yorkshire and The Humber",1.588,61.576,8.977,4.829,6.851,282.071
9737,"South West",1.32,52.26,6.429,2.693,2.73,286.609
13123,"South West",1.426,19.766,20.262,9.149,26.947,275.648
15994,"South East",1.167,45.27,9.045,4.717,8.757,283.939
8987,"London",0.655,27.843,13.691,4.201,11.702,292.782
10098,"North East",1.276,48.361,11.931,7.412,6.678,284.92
13983,"Yorkshire and The Humber",1.513,67.498,39.486,28.291,15.605,287.506
9353,"South East",1.001,40.009,11.433,3.289,6.362,291.376
16771,"North East",1.614,37.923,9.112,5.148,8.782,272.633
15245,"East of England",0.904,42.495,9.593,3.836,6.842,284.698
16529,"North East",1.537,69.741,8.788,4.283,4.281,278.071
16084,"South West",1.113,44.498,14.128,7.888,9.315,278.229
13101,"South West",1.197,14.948,20.142,12.762,18.561,278.258
12501,"South East",1.026,63.414,9.994,4.485,7.06,278.505
10116,"North East",1.701,52.914,7.288,1.642,3.059,283.6
18242,"West Midlands",1.56,22.355,14.764,11.008,21.819,277.826
17838,"East Midlands",1.117,36.136,10.144,6.88,19.251,279.504
16503,"North East",1.691,57.882,6.002,4.273,6.918,278.566
6734,"North East",1.048,52.945,10.688,3.86,3.86,287.167
9775,"South West",1.435,39.529,9.513,3.518,10.537,284.081
7387,"Yorkshire and The Humber",1.091,63.658,7.717,3.377,4.232,277.433
10232,"North West",2.422,30.463,21.975,14.858,20.987,273.309
12026,"East of England",1.533,37.481,17.613,5.423,10.291,277.135
8922,"London",0.755,62.016,11.678,6.149,14.69,287.33
12720,"South East",1.084,35.299,11.672,6.96,17.975,281.702
16114,"South West",1.075,58.413,12.532,5.369,5.228,282.296
7716,"East Midlands",1.275,23.275,19.133,7.777,28.205,278.407
10391,"North West",1.311,53.366,10.449,4.182,4.111,286.5
12015,"East of England",1.326,54.759,7.966,4.118,5.397,272.602
18204,"West Midlands",1.187,40.765,7.752,4.206,11.179,278.735
12390,"London",1.166,34.718,17.487,9.382,26.203,277.381
17708,"East Midlands",1.073,36.811,6.316,4.627,10.132,288.66
10833,"Yorkshire and The Humber",1.218,61.17,14.645,10.081,7.315,288.1
8238,"West Midlands",1.013,45.061,7.711,2.02,3.051,287.789
9809,"South West",1.378,51.812,8.007,3.023,3.58,283.714
16437,"North East",1.614,52.868,5.724,3.067,4.036,279.138
15297,"East of England",1.518,27.094,17.65,7.04,19.124,279.503
11293,"East Midlands",1.331,26.285,11.206,4.938,22.513,274.664
10481,"North West",1.083,47.293,8.266,2.492,5.758,283.941
11020,"East Midlands",1.42,35.79,27.887,18.061,18.764,276.097
7259,"North West",1.675,47.946,6.988,2.64,6.773,282.91
11897,"East of England",0.999,41.395,13.723,7.362,6.846,289.034
13148,"North East",2.08,45.617,6.012,4.725,8.585,274.455
17221,"Yorkshire and The Humber",1.411,50.689,7.064,4.91,11.772,277.191
11442,"West Midlands",1.222,68.319,14.824,8.842,10.006,281.058
18147,"West Midlands",0.992,56.177,9.457,5.252,3.797,287.259
16694,"North East",1.076,46.818,3.712,2.474,9.307,282.788
15077,"East of England",1.262,73.883,41.277,33.198,20.871,289.166
13675,"North West",0.893,62.694,7.962,3.711,3.202,285.451
9004,"London",0.73,34.156,11.275,4.718,16.235,289.902
8180,"West Midlands",0.796,69.897,15.151,7.523,11.356,289.519
14014,"Yorkshire and The Humber",1.135,53.182,9.482,2.512,3.193,283.398
9215,"South East",1.472,33.309,22.24,9.145,22.933,282.362
14684,"West Midlands",1.355,37.765,44.484,33.408,22.762,282.016
13032,"South West",1.254,54.393,17.501,1.51,3.389,289.126
9181,"South East",1.366,24.321,23.121,8.838,21.605,280.745
12997,"South West",1.33,47.121,8.484,2.037,4.571,289.173
12850,"South West",1.273,56.398,20.588,13.078,10.867,279.146
7638,"Yorkshire and The Humber",1.666,30.761,8.723,5.343,19.658,277.455
8038,"West Midlands",2.098,19.16,15.368,9.774,20.726,273.914
11791,"East of England",1.291,60.234,14.045,7.681,8.947,279.735
9819,"South West",1.626,56.628,9.56,2.008,2.977,282.226
17271,"Yorkshire and The Humber",1.335,60.731,11.776,10.772,13.792,279.606
15203,"East of England",1.126,42.009,4.576,3.398,11.542,287.448
7861,"East Midlands",0.783,42.13,7.202,3.259,5.597,289.962
16948,"North West",1.059,47.055,9.433,7.847,11.391,283.637
9620,"South West",1.282,56.919,15.57,5.298,8.214,285.078
16511,"North East",1.46,48.686,24.645,25.661,13.836,282.505
16323,"South West",0.924,54.962,9.285,4.647,3.849,288.323
17323,"Yorkshire and The Humber",0.903,60.393,9.786,6.98,8.205,284.896
12989,"South West",1.197,51.514,11.527,3.562,4.367,289.713
7830,"East Midlands",1.073,52.393,13.576,5.976,9.838,289.224
14935,"West Midlands",1.426,41.728,9.382,4.511,9.951,278.53
15559,"London",0.756,30.595,13.961,7.656,25.1,289.541
14656,"West Midlands",1.212,52.343,11.808,5.487,7.095,282.907
8274,"West Midlands",1.194,35.285,7.38,2.515,4.985,287.134
17066,"North West",1.355,53.298,9.964,4.251,5.467,284.245
12679,"South East",1.073,43.636,11.345,5.665,10.175,283.934
7043,"North West",1.26,63.22,13.893,7.893,7.284,281.789
10791,"Yorkshire and The Humber",1.142,44.703,13.301,4.968,6.038,289.114
13555,"North West",1.502,16.875,15.919,12.748,24.862,276.897
13319,"North East",1.309,51.606,7.83,4.768,4.383,287.589
11398,"West Midlands",1.024,43.982,24.611,13.87,16.567,282.091
15388,"London",0.756,48.207,12.529,6.168,20.039,277.996
9808,"South West",1.186,56.492,9.975,2.516,2.452,283.907
7529,"Yorkshire and The Humber",1.015,41.647,10.677,2.135,5.73,288.645
11182,"East Midlands",1.22,34.02,11.131,4.502,7.218,292.161
17078,"North West",1.426,38.9,6.588,3.981,12.913,279.272
10349,"North West",1.254,66.878,10.85,5.066,6.423,281.134
10364,"North West",1.268,72.368,15.811,9.512,6.325,287.784
14323,"East Midlands",1.102,41.833,39.375,28.961,20.369,282.715
15332,"London",1.024,25.698,19.072,10.305,35.827,273.323
14380,"East Midlands",1.3,56.544,15.377,5.627,7.157,286.849
9438,"South East",1.366,11.683,18.886,9.502,26.69,279.547
14605,"West Midlands",1.587,48.127,10.142,5.854,7.265,277.383
13590,"North West",1.247,52.869,16.825,14.239,10.378,279.561
8265,"West Midlands",0.904,50.085,12.738,4.39,6.236,290.7
14438,"East Midlands",1.014,43.434,9.122,4.61,9.188,286.618
7022,"North West",1.575,60.179,5.931,2.816,4.772,277.58
17858,"East Midlands",1.314,8.121,16.385,13.38,43.279,273.555
7474,"Yorkshire and The Humber",1.417,40.926,10.632,6.613,8.476,290.256
16358,"South West",1.132,53.554,5.427,2.354,6.09,283.532
11722,"East of England",1.412,56.575,6.68,3.066,5.8,274.138
16576,"North East",1.383,55.81,10.292,7.083,6.285,287.263
16775,"North East",1.806,48.632,5.072,2.783,6.634,278.471
15137,"East of England",1.126,49.785,10.773,4.656,5.791,289.751
6753,"North East",1.243,72.18,17.956,8.01,6.657,293.376
15376,"London",0.756,37.98,11.922,6.122,21.191,277.939
16072,"South West",1.547,55.25,7.694,4.38,3.7,283.455
11453,"West Midlands",1.078,51.137,17.791,11.108,14.437,285.36
10432,"North West",1.054,42.35,12.578,2.034,4.758,288.081
17947,"West Midlands",1.418,50.927,8.084,5.212,6.172,281.673
11477,"West Midlands",0.916,63.685,14.653,8.532,8.078,287.334
9127,"South East",2.049,14.43,18.229,9.142,29.105,275.351
17595,"East Midlands",1.117,22.43,21.439,15.639,21.589,281.351
8082,"West Midlands",1.429,46.365,11.71,4.447,8.939,278.829
15401,"London",0.999,43.448,25.407,18.927,25.764,281.014
9984,"North East",1.314,73.501,9.666,3.925,3.998,279.965
14427,"East Midlands",0.992,50.52,13.583,9.452,9.354,289.752
14728,"West Midlands",1.088,82.999,7.284,3.498,4.094,287.574
9355,"South East",0.86,38.511,15.434,4.885,12.683,290.716
8455,"East of England",1.408,25.012,28.988,11.965,23.875,278.582
13262,"North East",1.579,80.857,11.869,7.16,4.047,281.88
15124,"East of England",1.041,60.825,9.393,4.013,6.526,287.124
10978,"East Midlands",1.376,40.34,13.044,4.652,15.126,276.967
15325,"East of England",1.126,50.779,10.875,7.272,7.545,283.81
16256,"South West",1.226,58.649,10.837,7.808,3.732,288.206
7951,"East Midlands",1.275,17.058,18.274,10.579,30.418,283.084
14061,"Yorkshire and The Humber",1.324,50.783,9.514,5.09,5.826,287.653
10527,"North West",1.382,51.868,10.165,1.938,7.604,282.351
7232,"North West",1.66,34.692,10.541,3.776,13.004,285.387
8618,"East of England",1.061,44.602,9.403,4.103,8.718,291.903
8588,"East of England",1.2,47.507,5.393,2.205,5.165,290.78
13944,"Yorkshire and The Humber",1.21,30.911,34.089,26.232,18.613,279.516
13361,"North East",1.309,46.158,9.241,4.869,2.418,286.075
18258,"East of England",1.405,58.812,5.457,3.21,5.926,281.004
17389,"Yorkshire and The Humber",0.997,45.215,7.73,5.638,8.913,290.926
7873,"East Midlands",1.006,41.622,7.5,2.332,6.48,288.365
12466,"South East",1.551,39.842,14.444,7.116,15.508,279.668
8585,"East of England",1.13,42.053,11.382,4.384,8.99,288.131
10934,"Yorkshire and The Humber",1.713,39.908,12.535,4.932,12.248,276.274
13747,"North West",1.148,50.558,7.926,4.261,3.988,285.924
11291,"East Midlands",1.242,4.714,34.327,20.2,50.777,266.598
15363,"London",0.987,30.647,24.342,13.861,28.004,278.999
17479,"Yorkshire and The Humber",1.241,25.117,11.055,7.369,21.063,278.887
17256,"Yorkshire and The Humber",1.429,58.374,10.352,7.505,7.354,281.255
18322,"East of England",1.608,55.973,10.299,7.027,12.904,279.312
15990,"South East",1.156,44.847,19.073,12.747,10.405,283.072
7687,"East Midlands",1.61,37.478,8.428,2.659,11.973,278.918
12152,"London",0.781,36.58,31.577,16.45,38.331,281.456
12785,"South West",1.711,51.543,11.26,5.608,8.405,274.099
15861,"South East",1.202,43.108,11.153,7.312,8.078,288.726
10109,"North East",1.082,52.356,7.421,1.979,4.184,287.572
9748,"South West",1.339,48.922,13.97,6.578,8.62,288.216
10594,"Yorkshire and The Humber",1.751,50.717,9.339,5.08,7.85,270.064
14944,"West Midlands",1.319,43.963,10.183,4.845,6.937,275.762
14074,"Yorkshire and The Humber",1.172,48.641,7.148,4.527,4.309,285.703
6624,"North East",1.941,48.822,5.581,2.022,6.728,280.864
16436,"North East",1.422,52.136,4.769,2.806,3.792,281.922
10870,"Yorkshire and The Humber",1.047,46.667,16.868,7.633,13.186,281.24
9600,"South West",1.263,58.01,25.523,13.027,9.249,284.42
12286,"London",0.769,47.331,10.317,5.956,12.129,286.939
12777,"South West",1.787,35.299,11.069,4.736,9.909,275.219
13897,"Yorkshire and The Humber",1.04,56.365,7.827,3.521,7.768,273.781
9380,"South East",0.883,42.183,14.635,4.646,12.856,288.919
18351,"East of England",1.134,75.18,15.858,10.57,5.739,279.29
13139,"South West",1.597,23.492,24.672,15.291,23.153,279.137
15237,"East of England",1.228,47.871,30.729,21.4,25.449,291.94
9155,"South East",1.578,16.927,35.976,12.996,16.335,277.278
16207,"South West",1.339,71.192,10.259,3.128,2.125,284.362
8476,"East of England",1.513,49.606,21.587,8.355,10.828,281.904
18033,"West Midlands",1.258,58.375,23.221,19.938,15.039,290.736
13810,"North West",1.162,45.352,9.487,4.41,10.492,283.115
15347,"London",1.012,22.496,12.335,9.712,34.632,280.727
13856,"North West",1.672,37.024,5.87,3.841,7.922,274.414
13677,"North West",1.261,55.623,9.058,4.141,4.567,286.885
9027,"London",0.881,21.243,16.86,6.002,33.845,286.969
6806,"North East",0.932,42.21,8.67,2.154,3.889,288.561
9943,"North East",1.701,60.446,10.034,3.563,7.443,277.559
8959,"London",0.604,42.672,6.375,3.678,10.148,289.298
9893,"North East",2.087,37.949,23.942,11.785,12.945,275.313
8186,"West Midlands",1.321,60.378,17.305,9.632,10.918,284.741
15193,"East of England",1.126,49.529,9.975,6.358,8.039,290.547
14366,"East Midlands",1.168,57.242,15.301,5.404,7.241,286.411
9310,"South East",1.166,42.617,16.725,4.423,7.844,291.602
7944,"East Midlands",1.387,20.89,9.87,4.084,15.151,287.527
10114,"North East",1.933,49.998,9.263,2.084,4.897,283.78
14679,"West Midlands",1.337,64.289,16.667,11.989,8.265,280.469
14072,"Yorkshire and The Humber",1.135,51.877,9.256,3.61,4.367,286.817
13822,"North West",1.148,26.693,27.901,25.76,19.965,284.122
13147,"North East",1.733,42.567,7.93,3.903,12.015,271.889
13492,"North East",1.541,50.721,5.122,2.66,4.94,272.679
13727,"North West",1.176,47.682,6.735,3.362,3.341,287.254
12348,"London",0.844,34.316,14.385,6.857,22.067,283.627
18028,"West Midlands",1.223,61.99,21.527,19.044,14.505,284.031
14912,"West Midlands",1.052,18.397,34.575,25.427,21.5,282.578
15757,"South East",1.329,58.131,37.322,30.089,11.91,275.822
14577,"East Midlands",1.19,51.243,10.961,3.726,5.97,279.97
7527,"Yorkshire and The Humber",1.149,34.177,8.181,1.829,4.645,290.213
6600,"North East",1.786,13.53,28.588,13.59,21.062,276.247
13091,"South West",1.692,61.457,6.698,1.92,5.244,284.073
18260,"East of England",1.405,56.792,6.543,3.06,5.9,280.25
15784,"South East",1.086,52.097,17.265,12.825,11.369,282.219
7787,"East Midlands",0.939,51.829,15.311,5.686,13.575,284.683
8962,"London",0.642,34.412,9.357,3.211,13.895,290.593
11170,"East Midlands",0.91,49.983,14.138,8.463,8.612,290.161
7299,"North West",1.746,46.453,12.417,5.205,8.133,275.009
12267,"London",0.806,28.418,9.019,4.703,19.795,290.423
7271,"North West",1.861,21.353,10.905,6.804,20.017,279.039
15705,"South East",1.56,45.929,11.945,4.524,9.159,278.242
17924,"West Midlands",1.187,30.253,16.77,14.195,19.491,271.328
10981,"East Midlands",1.22,36.917,12.592,7.03,18.416,272.907
11185,"East Midlands",0.954,41.791,6.452,3.264,8.406,288.557
7584,"Yorkshire and The Humber",1.149,43.216,7.313,2.659,7.25,284.148
13888,"Yorkshire and The Humber",1.513,46.049,11.237,6.294,9.108,275.52
10872,"Yorkshire and The Humber",1.56,37.351,19.628,11.843,14.186,282.603
15084,"East of England",1.143,77.728,35.301,24.583,7.397,286.41
13469,"North East",1.348,53.197,6.314,2.043,2.452,278.728
11594,"West Midlands",1.347,47.602,10.25,4.268,9.597,285.98
9448,"South East",1.19,52.535,14.194,4.918,6.539,286.054
10119,"North East",1.353,38.677,16.787,8.404,10.968,287.151
10708,"Yorkshire and The Humber",1.465,74.553,10.204,4.6,4.906,279.472
8858,"London",0.806,52.024,9.669,3.722,15.855,283.184
17018,"North West",1.016,42.695,11.093,7.259,9.055,290.188
7941,"East Midlands",1.208,46.326,7.595,1.895,4.967,285.896
8702,"East of England",1.426,33.265,7.666,3.358,13.546,283.26
16995,"North West",1.002,58.561,7.324,4.593,5.366,289.651
9708,"South West",1.052,41.768,11.571,2.973,6.241,289.872
11604,"West Midlands",1.312,27.506,12.376,7.645,17.687,281.298
7656,"Yorkshire and The Humber",1.512,16.949,12.37,8.575,21.358,271.185
10522,"North West",1.638,56.012,12.464,6.583,7.344,285.534
15335,"London",0.987,31.814,17.158,12.08,20.432,277.733
14169,"Yorkshire and The Humber",1.38,30.484,13.094,10.181,18.856,281.685
10195,"North East",1.971,39.428,9.511,3.796,9.728,269.708
10004,"North East",1.082,57.497,10.442,4.412,6.282,281.841
10740,"Yorkshire and The Humber",1.275,67.012,22.09,17.325,12.235,289.222
8888,"London",0.705,55.025,10.552,4.345,14.64,285.573
14207,"Yorkshire and The Humber",1.154,55.979,7.396,2.911,4.079,279.45
7589,"Yorkshire and The Humber",1.378,42.762,8.402,2.338,5.81,282.555
10346,"North West",1.182,47.701,13.422,6.183,11.556,282.275
18280,"East of England",1.456,30.97,12.664,9.178,20.973,281.566
9562,"South West",1.358,53.043,13.953,3.106,8.138,282.062
12428,"South East",1.597,22.419,15.943,8.355,23.248,277.827
17564,"East Midlands",1.401,26.435,21.468,18.245,25.654,271.995
15747,"South East",1.04,14.428,33.801,20.653,24.041,278.176
15061,"East of England",1.16,55.675,14.017,7.749,10.371,288.041
9739,"South West",0.957,55.574,11.11,2.741,4.092,287.864
8847,"London",0.995,47.684,9.181,4.719,23.454,277.943
17536,"East Midlands",1.248,20.576,13.925,8.45,24.794,276.852
17086,"North West",1.341,29.182,14.566,11.662,17.756,281.101
12999,"South West",1.159,55.385,13.283,4.262,4.657,288.657
14708,"West Midlands",1.498,66.332,37.84,34.788,14.849,285.535
12707,"South East",1.317,30.19,12.413,6.92,14.532,278.984
15511,"London",0.609,41.29,11.123,6.729,18.799,287.79
13327,"North East",1.309,52.746,7.166,3.823,6.131,287.281
9636,"South West",1.301,60.092,8.72,2.206,2.702,285.215
6712,"North East",1.864,59.98,6.171,1.623,3.294,283.516
10241,"North West",1.852,15.333,26.349,17.492,30.282,275.079
11485,"West Midlands",1.312,49.748,13.974,8.526,9.015,285.703
9263,"South East",1.095,69.983,8.218,3.405,4.582,285.262
13703,"North West",0.95,51.771,5.128,2.608,2.75,286.163
16753,"North East",1.576,50.83,5.354,2.86,5.452,278.469
16539,"North East",1.729,73.703,7.4,5.449,5.485,279.345
9813,"South West",1.378,64.965,15.874,3.88,2.783,286.4
14360,"East Midlands",1.278,70.587,18.832,14.761,10.753,285.621
17597,"East Midlands",1.204,18.005,41.162,35.25,26.402,280.532
10147,"North East",1.276,50.193,9.283,2.107,4.904,279.193
8331,"West Midlands",1.14,27.118,13.859,6.917,14.082,286.809
12955,"South West",1.502,56.083,13.507,3.852,4.548,291.552
15123,"East of England",1.109,58.72,15.241,9.606,10.811,287.673
7492,"Yorkshire and The Humber",1.283,45.271,10.856,5.428,8.191,288.656
16155,"South West",1.075,78.729,11.816,4.867,2.669,283.876
14845,"West Midlands",0.606,48.272,15.968,9.992,11.019,289.878
11141,"East Midlands",1.043,42.776,13.55,5.059,6.088,295.24
14361,"East Midlands",1.278,76.733,17.207,13.784,10.47,288.836
8480,"East of England",1.687,49.569,9.457,3.101,10.447,280.538
12827,"South West",1.407,53.435,7.785,2.812,7.855,277.772
11969,"East of England",1.343,49.651,11.025,3.671,5.351,283.211
13577,"North West",1.219,59.466,8.572,6.687,7.925,277.942
10145,"North East",1.701,43.412,10.35,5.752,7.24,280.592
9667,"South West",1.224,63.358,17.719,9.384,5.422,290.043
15941,"South East",1.052,60.926,17.232,12.421,7.948,290.79
7934,"East Midlands",1.163,27.245,15.692,6.768,21.627,286.37
8278,"West Midlands",1.013,45.217,7.654,2.426,4.775,286.53
11919,"East of England",1.102,56.063,10.066,2.628,5.227,287.377
8481,"East of England",1.391,51.458,10.312,3.003,9.456,279.157
9842,"South West",1.492,40.377,11.215,5.639,14.627,273.518
13120,"South West",1.806,46.956,12.342,5.712,9.774,278.688
17932,"West Midlands",1.542,21.329,28.33,23.099,20.853,275.809
14452,"East Midlands",0.86,41.042,8.724,4.48,8.137,289.663
13024,"South West",1.007,64,15.538,9.543,7.189,289.401
18365,"East of England",1.388,49.213,9.609,8.364,14.928,281.752
12497,"South East",1.014,56.942,12.68,7.23,9.966,281.202
9530,"South West",1.722,39.608,6.007,2.329,10.643,278.103
13182,"North East",1.849,42.428,13.936,11.979,16.634,277.752
15098,"East of England",0.87,65.074,13.993,6.952,8.105,285.917
12690,"South East",0.968,32.502,21.377,10.679,21.183,286.837
6668,"North East",1.708,58.489,4.508,1.772,2.807,280.509
16978,"North West",1.157,42.549,8.127,6.526,12.112,289.823
7281,"North West",1.675,29.175,12.139,7.615,18.075,276.312
17302,"Yorkshire and The Humber",1.448,78.651,29.96,24.767,10.001,290.262
11915,"East of England",1.188,43.59,4.595,2.096,7.131,290.182
12186,"London",0.856,41.351,23.281,14.613,36.615,290.468
11928,"East of England",0.861,65.029,16.261,10.487,8.684,289.311
7252,"North West",1.675,27.378,7.075,3.195,12.072,281.554
14713,"West Midlands",1.195,66.572,31.209,23.044,13.843,288.911
14508,"East Midlands",1.124,63.028,27.584,17.624,20.336,292.302
14819,"West Midlands",0.891,43.525,3.495,2.117,3.186,286.396
12797,"South West",1.711,43.108,11.062,4.544,10.466,281.664
14209,"Yorkshire and The Humber",1.229,47.452,4.694,2.559,5.459,275.154
7498,"Yorkshire and The Humber",1.225,56.157,7.449,2.75,5.214,287.012
11179,"East Midlands",1.043,40.832,11.844,7.291,11.313,288.9
6660,"North East",1.165,46.899,10.57,2.186,5.691,282.507
12456,"South East",1.574,25.742,23.729,12.848,23.89,275.154
17278,"Yorkshire and The Humber",1.335,74.183,12.206,9.178,10.582,284.429
7943,"East Midlands",1.141,21.646,15.613,6.71,21.064,282.883
12266,"London",0.769,45.15,14.584,8.987,17.692,291.905
12975,"South West",1.083,58.911,14.424,7.412,5.437,290.7
16308,"South West",1.358,54.343,10.334,3.558,1.725,287.978
13119,"South West",1.597,46.014,12.448,3.853,9.531,278.687
12593,"South East",0.979,58.239,14.768,9.486,10.505,293.284
8071,"West Midlands",1.682,41.355,8.692,4.966,15.588,273.441
11860,"East of England",1.343,54.523,15.699,8.56,9.416,292.216
8403,"East of England",2.069,5.393,23.236,12.866,36.015,274.379
16382,"South West",1.245,54.601,15.703,6.46,5.334,285.747
9359,"South East",1.142,38.649,10.241,4.744,9.204,289.288
16327,"South West",0.962,57.421,17.182,11.918,5.186,287.768
9030,"London",0.642,17.22,24.352,11.991,33.324,286.496
15550,"London",0.78,38.344,8.436,4.743,14.343,288.888
16860,"North West",1.454,65.644,11.835,6.021,6.29,282.081
7270,"North West",1.46,17.041,11.299,4.922,13.553,274.419
15702,"South East",1.595,35.37,12.872,7.013,19.314,280.186
10554,"North West",1.724,41.631,7.056,3.308,11.005,272.72
10742,"Yorkshire and The Humber",1.237,64.242,16.737,10.706,7.997,287.557
10920,"Yorkshire and The Humber",1.56,48.85,6.516,2.531,6.492,272.023
7312,"Yorkshire and The Humber",2.221,35.568,9.118,4.612,13.065,281.157
